ID,Aat2,Acon1,Acon5,Acy1,Anna,Baez,Baron_harkonnen,Beatles,Bertha,Black_Crow,Blackbird,Blue_Jay,C1,C147,C204,C21,C216_pigtail,C234,C259,C278_PT,C294,C316,C334,C367,C368_PigTail,C485,C487_PigTail,C536,Cactus_tree,Carey,Carnival,Cool_water,Coyote,Darwi_Odrade,Daytripper,Deadpool,Diamond_Joe,Emma_Frost,G3pdh1,Glass_onion_v2,Handy_dandy,Harvest,Heartland,i-109,i-113,i-114,i-120_PigTail,i-126,i-127,i-132,i-135,i129,Imagine,Jackstraw_PigTail,Jam_session,Jericho,Jerry-Garcia,Jokerman,Jude,Julia,Kitty_Pryde,Maggie_mae,Majesty,Miles_teg,Million_miles,Monkey,Mozambique,Neil_Young,Nettie_Moore,Pam,Percy,Pgm1,Piggies,Psylocke,Queen_jane,Ramble,red_ant,Sam_Stonev2,Seastones,Sinv-25,Sinv12,Siona,Sol-11,Sol-18,Sol-20,Sol-42f,Sol-49,Sol-6,Sol-J1,Sol-M2,Sol-M3,Starr,st_stephen,Sun_King,sunrise,Sway,Taxman,Tombstone_blues,Trouble,Tweedy,Walrus,Weight,Wigwam,Workingman_Blues,Yellow_submarine
417,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1
418,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,NA,1,0,0,NA,0,1,0,0,NA,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,NA,0,0,0,0,1,0,0,0,0,1,NA,0,1,1,NA,1,0,1,1,0,0,NA,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,NA,1,0,0,1,1,0
419,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,NA,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,NA,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,1
420,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,NA,0,0,0,1,1,0,0,1,NA,1,0,1,0,1,0,1,0,0,0,1,1,1,1,NA,0,NA,1,NA,0,0,1,0,1,1,1,0,NA,0,0,1,1,1,1,1,0,0,0,NA,1,1,1,1,0,1,1,0,1,1,0,NA,1,0,0,NA,NA,1,0,0,0,0,0
421,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1
422,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0
423,1,0,1,0,0,0,0,0,1,1,0,0,NA,1,1,1,1,1,0,0,1,1,0,NA,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1
426,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,NA,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
427,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
430,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,NA,1,0,NA,NA,1,0,NA,1,NA,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,NA,1,NA,1,0,1,0,0,0,1,0,NA,0,0,1,1,0,0,1,0,1,0,NA,1,0,1,1,1,1,0,0,1,0,1,NA,0,0,1,1,NA,1,0,0,0,1,1
434,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,NA,0,NA,1,1,1,1,0,0,1,1,0
437,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,NA,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,NA,1,0,0,1,0,1,0,0,1,1,0,NA,0,0,1,1,NA,0,0,0,0,0,1
438,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,NA,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,NA,1,NA,1,1,0,1,0,0,0,0,0
439,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,NA,1,1,0,0,0,1,0,NA,0,1,1,1,1,0,1,0,0,0,NA,0,1,0,1,1,0,0,0,0,0,NA,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,NA,1,1,0,0,1,1,1,0,0,0,0,NA,1,0,0,0,0,1,0,0,0,1,1
440,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,NA,0,1,0,0,0,1,1,1,NA,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,NA,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,NA,0,1,0,0,0,0
442,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,NA,1,NA,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,NA,0,NA,1,NA,0,0,0,0,1,0,NA,1,0,1,1,0,0,1,1,0,0,NA,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,NA,1,1,0,0,0,0
443,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,NA,1,0,0,0,0,0,NA,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,NA,0,0,1,0,1,1,NA,0,1,0,0,0,0,1,NA,0,0,NA,0,1,0,0,1,0,1,1,1,0,0,NA,1,1,1,0,NA,1,1,0,0,0,1
445,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,NA,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,NA,0,NA,0,1,1,1,0,0,1,1,0,NA,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,NA,NA,0,0,1,0,NA,1,0,0,NA,NA,1
447,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,NA,0,0,0,0,1,0,1,1,1,1,1,NA,1,0,NA,0,0,0,0,0,1,1,1,1,0,1,0,0,1,NA,1,0,0,1,0,1,NA,1,0,1,0,0,0,0,1,0,0,NA,1,0,1,1,0,0,0,1,1,0,0,NA,0,1,1,0,NA,NA,1,0,NA,0,0
448,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,NA,0,1,0,1,1,1,0,0,0,1,0
449,1,0,0,1,1,1,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,NA,1,NA,1,0,0,0,0,0,0,0,1,NA,0,1,1,0,1,NA,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,NA,1,1,1,1,1,1,1,0,1,0,0,NA,1,NA,1,1,NA,NA,0,0,NA,1,0
450,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,NA,0,1,0,1,NA,0,0,0,NA,0,0
451,0,1,0,1,NA,1,0,0,1,NA,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,NA,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,NA,1,NA,1,NA,0,0,1,0,1,1,NA,0,0,1,0,NA,0,0,0,0,0,NA,1,1,1,1,1,0,0,1,1,0,0,NA,0,0,1,0,NA,0,0,0,NA,1,1
452,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,NA,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,NA,0,NA,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0
453,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,NA,1,1,1,0,0,1,0,1,0,NA,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,NA,NA,0,0,1,1,1,1,0,1,1,0,1
454,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,NA,0,0,NA,1,0,0,NA,1,NA,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,NA,1,1,0,0,1,1,NA,0,1,1,1,NA,0,1,0,1,0,NA,1,0,1,0,1,1,1,0,1,0,0,NA,0,0,0,1,0,NA,1,0,NA,0,1
455,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,NA,1,0,NA,NA,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,NA,1,0,1,1,0,0,0,0,NA,0,0,0,0,1,0,NA,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,NA,1,1,0,0,NA,1,0,0,0,0,0
456,0,0,1,0,NA,1,0,NA,1,NA,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,NA,0,0,NA,0,0,NA,0,1,1,0,1,NA,1,0,NA,1,1,0,1,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,1,NA,0,0,1,1,NA,0,1,0,0,0,NA,1,0,0,1,0,0,1,1,0,0,0,NA,0,1,0,0,NA,1,0,0,NA,0,0
457,0,1,0,0,1,1,0,0,0,NA,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,NA,1,0,NA,NA,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,NA,1,1,1,0,NA,0,NA,1,NA,1,0,1,1,0,0,NA,0,1,1,1,NA,0,0,0,0,0,NA,1,0,1,1,1,0,0,1,1,1,NA,NA,0,1,0,0,NA,1,0,0,NA,1,0
458,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,NA,0,0,0,0,1,1,NA,1,NA,1,0,1,1,1,0,1,0,0,0,0,NA,1,0,1,0,0,0,1,0,NA,1,1,0,1,1,1,NA,0,0,0,0,0,0,1,0,1,0,NA,1,0,1,1,1,0,1,1,1,0,0,NA,1,0,1,0,NA,1,1,0,NA,1,0
459,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,NA,1,0,1,0,0,0,NA,1,NA,1,1,1,1,0,0,1,0,0,0,1,NA,1,0,NA,0,NA,1,0,0,NA,1,0,0,0,0,0,NA,0,0,1,0,0,0,1,0,0,0,NA,1,1,1,1,1,1,0,0,0,0,1,NA,1,NA,1,0,NA,1,0,0,NA,0,1
460,0,0,0,0,NA,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,NA,0,0,0,0,NA,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,NA,0,1,0,NA,1,1,1,1,1,0,NA,1,0,1,1,0,1,1,0,0,0,NA,0,0,0,1,1,1,0,1,0,1,0,NA,0,0,1,1,NA,1,0,0,NA,0,1
461,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,NA,0,0,0,0,1,0,0,0,0,1,1,0,1,1,NA,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,NA,0,1,1,0,NA,0,0,0,0,1,0
462,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,NA,1,0,0,NA,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,NA,0,1,1,0,NA,1,1,0,NA,1,0
463,0,0,1,1,0,1,0,0,0,NA,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,NA,0,0,0,0,1,1,1,1,NA,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,NA,0,1,1,0,1,1,1,1,1,0,0,NA,0,1,1,0,NA,1,0,1,1,0,0
464,0,0,0,0,NA,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,NA,1,0,1,0,0,1,NA,1,0,0,0,0,0,NA,1,NA,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,NA,0,NA,0,NA,0,0,1,1,1,0,NA,0,0,0,1,0,0,0,1,1,0,NA,1,1,1,0,1,0,0,0,1,0,0,NA,0,0,0,0,NA,1,NA,0,NA,0,0
467,0,0,0,1,1,0,0,0,1,0,1,0,NA,1,1,0,0,1,1,0,0,1,NA,NA,0,1,0,1,1,1,1,NA,0,1,0,NA,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,NA,NA,0,1,NA,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,NA,0,0,0,1,0,NA,1,0
468,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,NA,0,0,1,0,0,1,1,0
469,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,NA,NA,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,NA,0,0,1,0,0,0,0,0
470,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,NA,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,NA,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,NA,0,1,NA,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,NA,0,0,0,0,0,0,0,1
471,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,NA,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1
472,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,NA,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1
473,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,NA,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
474,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,NA,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,NA,NA,1,NA,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,NA,1,1,0,0,0,0,0,0
475,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,NA,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,NA,1,0,1,1,NA,NA,1,NA,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,NA,0,0,0,1,0,0,1,0
476,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,NA,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,NA,NA,0,NA,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,NA,1,0,0,0,1,0,0,1
477,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,NA,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,NA,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,NA,0,0,NA,0,0,0,1,1,0,1,1,1,NA,NA,1,0,0,0,0,1,0,NA,1,1,0,0,1,0,0,0
478,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,NA,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,NA,0,1,NA,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,NA,1,0,1,0,0,0,0,0
479,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,NA,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,NA,0,0,NA,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
480,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,NA,0,1,0,1,1,0,0,1,NA,0,1,1,0,0,0,1,1,NA,0,1,0,0,0,0,1,1,1,1,NA,1,0,NA,0,0,1,0,1,1,0,0,0,1,0,0,0,NA,0,1,1,1,NA,0,0,1,1,1,0,0,1,NA,0,1,0,0,0,0,0,1,NA,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
481,0,0,0,0,1,0,1,0,NA,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,NA,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,NA,0,0,1,1,1,1,1,1,1,0,1,0,0,NA,0,0,0,0,1,0,1,1,0,0,1,1,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,1
482,1,1,0,0,0,0,0,0,NA,1,0,1,NA,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,NA,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
483,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,NA,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,NA,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
484,0,0,0,0,1,1,NA,0,0,NA,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,NA,1,0,1,1,0,0,NA,0,0,1,0,1,1,0,0,0,1,1,1,NA,1,0,NA,0,0,0,0,NA,1,0,1,0,0,0,0,0,NA,0,0,0,1,1,1,1,0,0,NA,0,0,0,NA,0,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,0,1,0,1,0,0,NA,0,1,NA,1,0
485,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,NA,1,0,0,0,1,1,1,1,1,0,0,1,1,1,NA,0,1,0,1,1,1,0,1,1,0,1,1
486,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,NA,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,NA,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1
487,0,0,1,0,1,0,0,0,1,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,NA,0,0,0,NA,0,1,0,0,1,0,1,1,1,0,1,0,1,NA,0,0,NA,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0
488,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,NA,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,NA,0,0,0,0,1,0,0,0,0,NA,0,0,1,1,0,0,1,1,0,0,0,NA,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,0,0
489,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,NA,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,NA,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0
490,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,NA,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,NA,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
491,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,NA,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,NA,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1
